title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Nissan Dayz 2020,3579999,Lahore,2020,8000,Petrol,Automatic,Un-Registered,Maroon,Imported,660,2024-05-08,Medium,Low,Wednesday,4
Daihatsu Mira Tocot 2022,3550000,Peshawar,2022,44000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-08,Medium,Low,Wednesday,2
Suzuki Swift DX 1.3 2011,1700000,Lahore,2011,164592,Petrol,Not Available,Lahore,Pearl Red,Local,1300,2024-05-08,Low,High,Wednesday,13
Honda N Wgn G 2021,3400000,Lahore,2021,16098,Petrol,Automatic,Un-Registered,Green,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Nissan March 2006,1390000,Lahore,2006,135701,Petrol,Not Available,Punjab,White,Imported,1200,2024-05-08,Low,High,Wednesday,18
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,3600000,Lahore,2012,27982,Petrol,Automatic,Sialkot,Crystal Black,Local,1800,2024-05-08,Medium,Low,Wednesday,12
Honda BR-V 2017,4090000,Islamabad,2017,98523,Petrol,Automatic,Islamabad,Silver,Local,1500,2024-05-08,High,Medium,Wednesday,7
Toyota Yaris ATIV X CVT 1.5 2021,4650000,Lahore,2021,50719,Petrol,Automatic,Punjab,Super White,Local,1500,2024-05-08,High,Medium,Wednesday,3
Hyundai Sonata 2.5 2023,11500000,Lahore,2023,1715,Petrol,Automatic,Punjab,Polar White,Local,2500,2024-05-08,High,Low,Wednesday,1
Hyundai Sonata 2.5 2022,9500000,Lahore,2022,34793,Petrol,Automatic,Islamabad,Black,Local,2500,2024-05-08,High,Low,Wednesday,2
Honda Vezel Hybrid Z 2019,7800000,Lahore,2019,78430,Hybrid,Automatic,Un-Registered,Grey,Imported,1500,2024-05-08,High,Medium,Wednesday,5
Suzuki Wagon R VXR 2019,2100000,Karachi,2019,170000,Petrol,Not Available,Karachi,Silver,Local,1000,2024-05-08,Low,High,Wednesday,5
Toyota Vitz B Intelligent Package 1.0 2007,2350000,Kohat,2007,111111,Petrol,Automatic,Lahore,White,Imported,1000,2024-05-08,Medium,High,Wednesday,17
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5700000,Phalia,2019,72000,Petrol,Automatic,Islamabad,White,Local,1800,2024-05-08,High,Medium,Wednesday,5
Mitsubishi Lancer 1997,900000,Mandi bahauddin,1997,200000,Petrol,Automatic,Lahore,Grey,Imported,1300,2024-05-08,Low,High,Wednesday,27
Suzuki Swift DLX 1.3 2013,1900000,Karachi,2013,90000,Petrol,Not Available,Karachi,White,Local,1300,2024-05-08,Low,Medium,Wednesday,11
Honda BR-V i-VTEC 2018,4150000,Lahore,2018,141000,Petrol,Automatic,Lahore,Lunar Silver Metallic,Local,1500,2024-05-08,High,High,Wednesday,6
Toyota Raize Z 2021,6800000,Lahore,2021,30582,Petrol,Automatic,Un-Registered,White,Imported,996,2024-05-08,High,Low,Wednesday,3
Proton X70 Premium FWD 2022,7300000,Lahore,2022,8573,Petrol,Automatic,Punjab,Snow White,Local,1500,2024-05-08,High,Low,Wednesday,2
Toyota Land Cruiser ZX 2016,42000000,Lahore,2016,28042,Petrol,Automatic,Punjab,White Pearl Crystal Shine,Imported,4600,2024-05-08,High,Low,Wednesday,8
Toyota Land Cruiser AX 2018,38000000,Lahore,2018,54861,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,4600,2024-05-08,High,Medium,Wednesday,6
Hyundai Elantra GLS 2021,5700000,Lahore,2021,59400,Petrol,Automatic,Islamabad,Polar White,Local,2000,2024-05-08,High,Medium,Wednesday,3
Hyundai Elantra GLS 2023,6700000,Lahore,2023,13992,Petrol,Automatic,Punjab,Black Diamond,Local,2000,2024-05-08,High,Low,Wednesday,1
Hyundai Elantra GLS 2021,6300000,Lahore,2021,48874,Petrol,Automatic,Punjab,Graphite Grey,Local,2000,2024-05-08,High,Low,Wednesday,3
Hyundai Elantra GLS 2022,6300000,Lahore,2022,33224,Petrol,Automatic,Islamabad,Polar White,Local,2000,2024-05-08,High,Low,Wednesday,2
Hyundai Elantra GLS 2021,5900000,Lahore,2021,48235,Petrol,Automatic,Punjab,Polar White,Local,2000,2024-05-08,High,Low,Wednesday,3
Toyota Passo X G Package 2012,2400000,Kabirwala,2012,55000,Petrol,Automatic,Sindh,Copper,Imported,1000,2024-05-08,Medium,Medium,Wednesday,12
Toyota Corolla Altis Grande CVT-i 1.8 2020,6500000,Karachi,2020,71000,Petrol,Automatic,Karachi,Super white,Local,1800,2024-05-08,High,Medium,Wednesday,4
Toyota Corolla Altis Grande CVT-i 1.8 2020,6000000,Faisalabad,2020,50000,Petrol,Automatic,Islamabad,Silver Metallic,Local,1800,2024-05-08,High,Low,Wednesday,4
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,3500000,Sargodha,2013,115000,Petrol,Automatic,Lahore,Crystal Black,Local,1800,2024-05-08,Medium,High,Wednesday,11
Toyota Vitz F 1.0 2014,3650000,Karachi,2014,42595,Petrol,Automatic,Karachi,White,Imported,1000,2024-05-08,Medium,Low,Wednesday,10
Honda City Aspire 1.3 i-VTEC 2012,2670000,Multan,2012,116000,Petrol,Not Available,Lahore,Silver,Local,1300,2024-05-08,Medium,High,Wednesday,12
Toyota Land Cruiser ZX 2013,30000000,Lahore,2013,99323,Petrol,Automatic,Lahore,Black,Imported,4600,2024-05-08,High,Medium,Wednesday,11
Toyota Land Cruiser AX 2016,34000000,Lahore,2016,83916,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,4600,2024-05-08,High,Medium,Wednesday,8
Toyota Prado TX Limited 2.7 2017,27799999,Lahore,2017,32520,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,2024-05-08,High,Low,Wednesday,7
Toyota Prado TX L Package 2.7 2019,33000000,Lahore,2019,51007,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-05-08,High,Medium,Wednesday,5
Toyota Prado TX Limited 2.7 2018,27500000,Lahore,2018,37434,Petrol,Automatic,Un-Registered,Super White,Imported,2700,2024-05-08,High,Low,Wednesday,6
Toyota Land Cruiser AX G Selection 2008,18500000,Lahore,2008,311314,Petrol,Automatic,Punjab,White,Imported,4600,2024-05-08,High,High,Wednesday,16
Toyota Prado TX Limited 2.7 2016,22000000,Lahore,2016,97915,Petrol,Automatic,Lahore,Attitude Black Mica,Imported,2700,2024-05-08,High,Medium,Wednesday,8
Haval H6 1.5T 2023,9550000,Lahore,2023,16582,Petrol,Automatic,Punjab,Diamond Black,Local,1500,2024-05-08,High,Low,Wednesday,1
Toyota Land Cruiser AX G Selection 2016,37000000,Lahore,2016,83692,Petrol,Automatic,Islamabad,Attitude Black Mica,Imported,4600,2024-05-08,High,Medium,Wednesday,8
Toyota Land Cruiser AX G Selection 2016,35500000,Lahore,2016,34203,Petrol,Automatic,Islamabad,Gold Dust,Imported,4600,2024-05-08,High,Low,Wednesday,8
Toyota Land Cruiser ZX Gasoline 3.5L 2022,76000000,Lahore,2022,1031,Petrol,Automatic,Un-Registered,White,Local,3500,2024-05-08,High,Low,Wednesday,2
Toyota Corolla Altis Grande 1.8 2020,5500000,Multan,2020,145000,Petrol,Automatic,Islamabad,White,Local,1800,2024-05-08,High,High,Wednesday,4
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Karachi,2018,53000,Petrol,Automatic,Sindh,Crystal Black,Imported,1800,2024-05-08,High,Medium,Wednesday,6
Toyota Corolla 2.0D Limited 2001,1600000,Rawalpindi,2001,393972,Diesel,Not Available,Karachi,Silver,Local,2000,2024-05-08,Low,High,Wednesday,23
Suzuki Alto VXR 2023,2645000,Islamabad,2023,15500,Petrol,Not Available,Islamabad,Solid White,Local,660,2024-05-08,Medium,Low,Wednesday,1
Honda Civic VTi Prosmatec 1.8 i-VTEC 2007,1850000,Jhelum,2007,180,Petrol,Automatic,Lahore,White,Local,1800,2024-05-08,Low,Low,Wednesday,17
Suzuki Wagon R VXL 2021,2680000,Gujranwala,2021,82000,Petrol,Not Available,Punjab,Grey,Local,1000,2024-05-08,Medium,Medium,Wednesday,3
DFSK Glory 580 2022,6500000,Islamabad,2022,63000,Petrol,Automatic,Islamabad,White,Local,1500,2024-05-08,High,Medium,Wednesday,2
Toyota Yaris ATIV MT 1.3 2022,4390000,Lahore,2022,27000,Petrol,Not Available,Punjab,Silver Metallic,Local,1300,2024-05-08,High,Low,Wednesday,2
Honda Civic EXi Prosmatec 2004,1490000,Karachi,2004,1,Petrol,Automatic,Karachi,White,Local,1500,2024-05-08,Low,Low,Wednesday,20
Toyota Land Cruiser ZX 2019,51500000,Lahore,2019,46679,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,4600,2024-05-08,High,Low,Wednesday,5
Hyundai Sonata 2.5 2021,9800000,Lahore,2021,90795,Petrol,Automatic,Islamabad,Grey,Local,2500,2024-05-08,High,Medium,Wednesday,3
Toyota Prius S 2019,8200000,Peshawar,2019,55000,Hybrid,Automatic,Islamabad,White,Imported,1800,2024-05-08,High,Medium,Wednesday,5
Honda CR-V G 2.4 2012,7500000,Lahore,2012,114789,Petrol,Automatic,Islamabad,Nighthawk Black Pearl,Imported,2400,2024-05-08,High,High,Wednesday,12
Honda Clarity PHEV 2020,13000000,Lahore,2020,61685,Hybrid,Automatic,Un-Registered,White,Imported,1500,2024-05-08,High,Medium,Wednesday,4
Honda Fit Aria 2012,2950000,Lahore,2012,136548,Petrol,Automatic,Lahore,White,Imported,1500,2024-05-08,Medium,High,Wednesday,12
Daihatsu Move L 2021,3425000,Lahore,2021,15328,Petrol,Automatic,Un-Registered,Pearl White III,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Suzuki Mehran VXR Euro II 2019,1400000,Lahore,2019,79483,Petrol,Not Available,Lahore,Graphite Grey,Local,796,2024-05-08,Low,Medium,Wednesday,5
Rinco Aria EV 2022,3500000,Lahore,2022,38191,Not Available,Automatic,Sindh,White,Local,1300,2024-05-08,Medium,Low,Wednesday,2
Mitsubishi Ek Wagon G Safety Package 2013,2695000,Lahore,2013,40583,Petrol,Automatic,Karachi,Pink,Imported,660,2024-05-08,Medium,Low,Wednesday,11
United Alpha 1.0 Manual 2023,1650000,Lahore,2023,14900,Petrol,Not Available,Punjab,White,Local,993,2024-05-08,Low,Low,Wednesday,1
Toyota Corolla Altis Grande CVT-i 1.8 2017,4290000,Lahore,2017,98800,Petrol,Automatic,Lahore,Blue,Local,1800,2024-05-08,High,Medium,Wednesday,7
Toyota Yaris ATIV X CVT 1.5 2020,3950000,Mardan,2020,80000,Petrol,Automatic,Peshawar,White,Local,1500,2024-05-08,Medium,Medium,Wednesday,4
KIA Picanto 1.0 MT 2021,2825000,Rawalpindi,2021,67000,Petrol,Not Available,Islamabad,Beige,Local,1000,2024-05-08,Medium,Medium,Wednesday,3
Toyota Land Cruiser Cygnus 2005,16500000,Islamabad,2005,146000,Petrol,Automatic,Un-Registered,Beige,Imported,4663,2024-05-08,High,High,Wednesday,19
Chery Tiggo 4 Pro 2022,6600000,Lahore,2022,16690,Petrol,Automatic,Punjab,White,Local,1500,2024-05-08,High,Low,Wednesday,2
Toyota Prado TX L Package 2.7 2019,27000000,Islamabad,2019,11000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-05-08,High,Low,Wednesday,5
Daihatsu Move X 2020,3500000,Lahore,2020,41008,Petrol,Automatic,Punjab,Silver,Imported,660,2024-05-08,Medium,Low,Wednesday,4
Toyota Fortuner 2.8 Sigma 4 2022,18000000,Islamabad,2022,26000,Diesel,Automatic,Islamabad,Super White,Local,2800,2024-05-08,High,Low,Wednesday,2
Suzuki Liana RXi (CNG) 2014,1650000,Lahore,2014,203173,Petrol,Not Available,Lahore,Grey,Local,1300,2024-05-08,Low,High,Wednesday,10
Hyundai Santro Plus 2000,690000,Lahore,2000,147307,Petrol,Not Available,Lahore,Green,Local,1000,2024-05-08,Low,High,Wednesday,24
Daihatsu Move X 2020,3500000,Lahore,2020,71665,Petrol,Automatic,Un-Registered,Unique Orange,Imported,660,2024-05-08,Medium,Medium,Wednesday,4
Daihatsu Hijet Deluxe 2012,1600000,Lahore,2012,124808,Petrol,Automatic,Lahore,Silver,Imported,660,2024-05-08,Low,High,Wednesday,12
Nissan Qashqai 2008,3200000,Lahore,2008,187924,Petrol,Not Available,Islamabad,Silver,Imported,1500,2024-05-08,Medium,High,Wednesday,16
Suzuki Mehran VX 2012,550000,Lahore,2012,16476,Petrol,Not Available,Lahore,Black,Local,800,2024-05-08,Low,Low,Wednesday,12
Suzuki Wagon R VXL 2021,2920000,Depal pur,2021,21000,Petrol,Not Available,Punjab,White,Local,1000,2024-05-08,Medium,Low,Wednesday,3
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2016,4500000,Peshawar,2016,100000,Petrol,Automatic,Islamabad,Black,Local,1800,2024-05-08,High,Medium,Wednesday,8
Suzuki Cultus VXR 2001,480000,Karachi,2001,50000,Petrol,Not Available,Sindh,Silver,Local,1000,2024-05-08,Low,Low,Wednesday,23
Honda Accord CL9 2003,2300000,Lahore,2003,115610,Petrol,Automatic,Lahore,Navy,Imported,2400,2024-05-08,Medium,High,Wednesday,21
Hyundai Santro Exec GV 2005,1300000,Lahore,2005,93018,Petrol,Not Available,Lahore,Grey,Local,1000,2024-05-08,Low,Medium,Wednesday,19
Honda N Wgn G 2014,2925000,Lahore,2014,76229,Petrol,Automatic,Lahore,Pearl Black,Imported,660,2024-05-08,Medium,Medium,Wednesday,10
Mitsubishi I G 2007,1350000,Lahore,2007,154323,Petrol,Automatic,Lahore,White,Imported,660,2024-05-08,Low,High,Wednesday,17
Honda Accord Type S Advance Package 2008,5550000,Lahore,2008,88846,Petrol,Automatic,Islamabad,White,Imported,2400,2024-05-08,High,Medium,Wednesday,16
Hyundai Santro Club 2005,1200000,Lahore,2005,66993,Petrol,Not Available,Lahore,Blue,Local,1000,2024-05-08,Low,Medium,Wednesday,19
Toyota Prado RZ 3.4 (3-Door) 1996,4195000,Lahore,1996,147000,Petrol,Automatic,Lahore,Blue,Local,3400,2024-05-08,High,High,Wednesday,28
Nissan Bluebird Sylphy 15S 2007,2500000,Lahore,2007,134997,Petrol,Automatic,Lahore,Silver,Imported,1500,2024-05-08,Medium,High,Wednesday,17
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,3850000,Lahore,2015,180900,Petrol,Automatic,Lahore,Black,Local,1800,2024-05-08,Medium,High,Wednesday,9
Honda BR-V i-VTEC S 2017,4350000,Lahore,2017,51488,Petrol,Automatic,Lahore,Taffeta White,Local,1500,2024-05-08,High,Medium,Wednesday,7
Toyota Land Cruiser ZX 2011,25500000,Lahore,2011,103841,Petrol,Automatic,Lahore,Black,Imported,4600,2024-05-08,High,High,Wednesday,13
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,2750000,Rawalpindi,2011,250000,Petrol,Automatic,Lahore,Black,Local,1800,2024-05-08,Medium,High,Wednesday,13
Suzuki Mehran VXR Euro II 2016,1050000,Lahore,2016,36451,Petrol,Not Available,Lahore,Silky Silver,Local,796,2024-05-08,Low,Low,Wednesday,8
Suzuki Spacia 2014,2000000,Lahore,2014,136746,Petrol,Automatic,Lahore,Black,Imported,660,2024-05-08,Low,High,Wednesday,10
Suzuki Mehran VX Euro II 2013,1000000,Lahore,2013,54739,Petrol,Not Available,Lahore,Solid White,Local,796,2024-05-08,Low,Medium,Wednesday,11
Chery Tiggo 8 Pro 1.6 DEX Plus 2023,9000000,Lahore,2023,11444,Petrol,Automatic,Punjab,Super White,Local,1600,2024-05-08,High,Low,Wednesday,1
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,6195000,Lahore,2022,45542,Petrol,Automatic,Punjab,White,Local,1600,2024-05-08,High,Low,Wednesday,2
Honda City 1.3 i-VTEC 2016,3100000,Lahore,2016,43215,Petrol,Not Available,Lahore,Taffeta White,Local,1300,2024-05-08,Medium,Low,Wednesday,8
FAW X-PV Dual AC 2018,1100000,Lahore,2018,86849,Petrol,Not Available,Lahore,Silver,Local,1000,2024-05-08,Low,Medium,Wednesday,6
Suzuki Mehran VXR Euro II 2017,1100000,Lahore,2017,42525,Petrol,Not Available,Lahore,Solid White,Local,796,2024-05-08,Low,Low,Wednesday,7
Hyundai Sonata 2.5 2021,9400000,Sialkot,2021,32000,Petrol,Automatic,Islamabad,Diamond Metallic Black,Local,2500,2024-05-08,High,Low,Wednesday,3
Toyota Corolla Altis Automatic 1.6 2015,3900000,Lahore,2015,80000,Petrol,Automatic,Lahore,Super White,Local,1600,2024-05-08,Medium,Medium,Wednesday,9
Toyota C-HR G-LED 2021,6950000,Lahore,2021,45000,Hybrid,Automatic,Lahore,Black,Imported,1800,2024-05-08,High,Low,Wednesday,3
Toyota Prado TX L Package 2.7 2018,31500000,Lahore,2018,68675,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-05-08,High,Medium,Wednesday,6
Toyota Prado TX Limited 2.7 2004,7500000,Lahore,2004,142574,Petrol,Automatic,Karachi,Crystal Pearl,Imported,2700,2024-05-08,High,High,Wednesday,20
Toyota Hilux D-4D Automatic 2012,7500000,Wah cantt,2012,180000,Diesel,Automatic,Islamabad,Black,Local,3000,2024-05-08,High,High,Wednesday,12
Honda Civic VTi Prosmatec 1.8 i-VTEC 2015,3554999,Lahore,2015,81000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-05-08,Medium,Medium,Wednesday,9
Honda BR-V i-VTEC MT 2019,3785000,Islamabad,2019,65,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,2024-05-08,Medium,Low,Wednesday,5
Toyota Yaris ATIV X CVT 1.5 2022,4950000,Lahore,2022,17010,Petrol,Automatic,Islamabad,White,Local,1500,2024-05-08,High,Low,Wednesday,2
Suzuki Cultus VXR 2017,1650000,Lahore,2017,1121,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,2024-05-08,Low,Low,Wednesday,7
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7075000,Lahore,2022,30200,Petrol,Automatic,Punjab,White,Local,1800,2024-05-08,High,Low,Wednesday,2
Toyota Yaris Hatchback 2021,4420000,Rawalpindi,2021,86700,Petrol,Automatic,Un-Registered,Silver,Imported,1000,2024-05-08,High,Medium,Wednesday,3
Honda Vezel Hybrid X 2015,5095000,Lahore,2015,126900,Hybrid,Automatic,Lahore,Silver,Imported,1500,2024-05-08,High,High,Wednesday,9
Suzuki Swift DLX Automatic 1.3 2011,1795000,Islamabad,2011,150000,Petrol,Automatic,Sindh,Grey,Local,1000,2024-05-08,Low,High,Wednesday,13
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2023,7295000,Lahore,2023,11281,Petrol,Automatic,Punjab,Black,Local,1800,2024-05-08,High,Low,Wednesday,1
Toyota Corolla Altis Grande CVT-i 1.8 2020,5750000,Lahore,2020,79000,Petrol,Automatic,Lahore,Black,Local,1800,2024-05-08,High,Medium,Wednesday,4
Honda Freed Hybrid EX 2018,6250000,Lahore,2018,46401,Petrol,Automatic,Un-Registered,White,Imported,1500,2024-05-08,High,Low,Wednesday,6
Honda City 1.3 i-VTEC 2019,3700000,Islamabad,2019,67000,Petrol,Not Available,Islamabad,Lunar Silver Metallic,Local,1300,2024-05-08,Medium,Medium,Wednesday,5
Suzuki FX GA 1987,350000,Mansehra,2010,50000,Not Available,Not Available,Multan,Red,Local,800,2024-05-08,Low,Low,Wednesday,14
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,6900000,Lahore,2022,32103,Petrol,Automatic,Islamabad,White,Local,1800,2024-05-08,High,Low,Wednesday,2
Daihatsu Mira B 2020,3425000,Islamabad,2020,33000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-08,Medium,Low,Wednesday,4
Daihatsu Mira X SA lll 2021,3835000,Karachi,2021,16000,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Suzuki Alto L 2020,3475000,Islamabad,2020,62000,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-05-08,Medium,Medium,Wednesday,4
Daihatsu Move L SA 3 2020,3525000,Islamabad,2020,10000,Petrol,Automatic,Un-Registered,Black,Imported,658,2024-05-08,Medium,Low,Wednesday,4
Suzuki Wagon R Hybrid FX 2021,4200000,Islamabad,2021,11000,Hybrid,Automatic,Un-Registered,Silver,Imported,660,2024-05-08,High,Low,Wednesday,3
Toyota Prado TX L Package 2.7 2020,30500000,Gujranwala,2020,20000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,2024-05-08,High,Low,Wednesday,4
Suzuki Jimny 2017,3200000,Lahore,2017,76454,Petrol,Not Available,Lahore,Blue,Local,660,2024-05-08,Medium,Medium,Wednesday,7
Mitsubishi Lancer 2006,1950000,Lahore,2006,143070,Petrol,Automatic,Karachi,Silver,Imported,1500,2024-05-08,Low,High,Wednesday,18
Mitsubishi EK X Sports 2020,3850000,Lahore,2020,16374,Petrol,Automatic,Un-Registered,Green,Imported,659,2024-05-08,Medium,Low,Wednesday,4
Toyota C-HR G-LED 2019,9150000,Karachi,2019,98000,Hybrid,Automatic,Un-Registered,White,Imported,1800,2024-05-08,High,Medium,Wednesday,5
Toyota Corolla GLi 1.3 VVTi 2009,2400000,Islamabad,2009,131000,Petrol,Not Available,Islamabad,Grey,Local,1300,2024-05-08,Medium,High,Wednesday,15
Toyota Corolla Altis Grande CVT-i 1.8 2017,5200000,Lahore,2017,70000,Petrol,Automatic,Islamabad,Silver Metallic,Local,1800,2024-05-08,High,Medium,Wednesday,7
Honda City 1.3 i-VTEC 2018,3500000,Islamabad,2018,71000,Petrol,Not Available,Islamabad,White,Local,1300,2024-05-08,Medium,Medium,Wednesday,6
Toyota Corolla GLi 1.3 VVTi 2013,3200000,Islamabad,2013,109000,Petrol,Not Available,Islamabad,White,Local,1300,2024-05-08,Medium,High,Wednesday,11
Toyota Corolla Altis X Automatic 1.6 2021,5500000,Gujranwala,2021,47000,Petrol,Automatic,Islamabad,White,Local,1600,2024-05-08,High,Low,Wednesday,3
Haval H6 HEV 2024,0,Islamabad,2024,25,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,2024-05-08,Low,Low,Wednesday,0
Toyota Corolla GLi Automatic 1.3 VVTi 2015,3800000,Islamabad,2015,81216,Petrol,Automatic,Islamabad,White,Local,1300,2024-05-08,Medium,Medium,Wednesday,9
Hyundai Tucson AWD A/T Ultimate 2024,0,Islamabad,2024,25,Petrol,Automatic,Un-Registered,Aqua Silver,Local,2000,2024-05-08,Low,Low,Wednesday,0
Honda Civic VTi Prosmatec 1.8 i-VTEC 2015,3270000,Lahore,2015,100000,Petrol,Automatic,Punjab,Black,Local,1800,2024-05-08,Medium,Medium,Wednesday,9
Suzuki Khyber 2000,470000,Karachi,2000,1000,Petrol,Not Available,Karachi,Red,Local,1000,2024-05-08,Low,Low,Wednesday,24
Suzuki Cultus VXLi (CNG) 2007,980000,Karachi,2007,20000,Petrol,Not Available,Karachi,Gold,Local,1000,2024-05-08,Low,Low,Wednesday,17
Honda Civic EXi 2005,1410000,Wah cantt,2005,198000,Petrol,Not Available,Lahore,Grey,Local,1500,2024-05-08,Low,High,Wednesday,19
Suzuki Mehran VX Euro II Limited Edition 2016,950000,Sahiwal,2016,45000,Petrol,Not Available,Lahore,Grey,Local,800,2024-05-08,Low,Low,Wednesday,8
Daihatsu Mira X SA lll 2021,3350000,Islamabad,2021,17000,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Toyota Corolla Altis X Automatic 1.6 2022,5800000,Karachi,2022,6000,Petrol,Automatic,Sindh,Super White,Local,1598,2024-05-08,High,Low,Wednesday,2
Audi e-tron GT Standard 2021,39000000,Lahore,2021,38074,Not Available,Automatic,Punjab,Mythos Black Metallic,Local,1300,2024-05-08,High,Low,Wednesday,3
Suzuki Alto F 2021,3300000,Karachi,2021,5000,Petrol,Automatic,Un-Registered,Brown,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Toyota Corolla GLi 1.3 VVTi 2017,4050000,Rawalpindi,2017,85000,Petrol,Not Available,Islamabad,White,Local,1300,2024-05-08,High,Medium,Wednesday,7
Daihatsu Mira X SA lll 2020,3385000,Karachi,2020,33000,Petrol,Automatic,Sindh,Silver,Imported,660,2024-05-08,Medium,Low,Wednesday,4
Mercedes Benz C Class C180 2007,2975000,Rawalpindi,2007,185000,Petrol,Automatic,Lahore,Blue,Imported,1800,2024-05-08,Medium,High,Wednesday,17
Suzuki Wagon R Hybrid FX 2021,4070000,Islamabad,2021,40000,Hybrid,Automatic,Un-Registered,White,Imported,660,2024-05-08,High,Low,Wednesday,3
Toyota Aqua S 2020,6400000,Islamabad,2020,72000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,2024-05-08,High,Medium,Wednesday,4
Honda Vezel Hybrid Z Honda Sensing  2018,7200000,Islamabad,2018,40000,Petrol,Automatic,Un-Registered,White Pearl,Imported,1500,2024-05-08,High,Low,Wednesday,6
Toyota Prado TX L Package 2.7 2019,28200000,Lahore,2019,32000,Petrol,Automatic,Un-Registered,White,Imported,2700,2024-05-08,High,Low,Wednesday,5
Honda Civic RS 2022,8990000,Karachi,2022,6000,Petrol,Automatic,Sindh,Meteoroid Gray Metalic,Local,1500,2024-05-08,High,Low,Wednesday,2
Toyota Vitz 2011,2500000,Mirpur ak,2011,115000,Petrol,Automatic,Islamabad,Black,Imported,1000,2024-05-08,Medium,High,Wednesday,13
Honda City 1.3 i-VTEC 2017,3465000,Lahore,2017,43600,Petrol,Not Available,Lahore,White,Local,1300,2024-05-08,Medium,Low,Wednesday,7
Honda City 1.3 i-VTEC 2010,2450000,Lahore,2010,186000,Petrol,Not Available,Punjab,Silver,Local,1300,2024-05-08,Medium,High,Wednesday,14
Honda BR-V i-VTEC S 2021,5700000,Karachi,2021,65000,Petrol,Automatic,Islamabad,Silver,Local,1500,2024-05-08,High,Medium,Wednesday,3
Honda Civic Oriel 1.8 i-VTEC CVT 2021,6750000,Islamabad,2021,52000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-05-08,High,Medium,Wednesday,3
Toyota Corolla 2017,3600000,Rahim yar khan,2017,155000,Petrol,Not Available,Sindh,Silver,Local,1300,2024-05-08,Medium,High,Wednesday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4975000,Lahore,2017,69000,Petrol,Automatic,Lahore,White,Local,1800,2024-05-08,High,Medium,Wednesday,7
Toyota Prado TX L Package 2.7 2019,33500000,Lahore,2019,21274,Petrol,Automatic,Lahore,Attitude Black Mica,Imported,2700,2024-05-08,High,Low,Wednesday,5
Mercedes Benz S Class S 320 1992,2990000,Lahore,1992,150000,Petrol,Automatic,Karachi,Navy,Imported,3200,2024-05-08,Medium,High,Wednesday,32
KIA Picanto 1.0 AT 2020,2900000,Lahore,2020,64000,Petrol,Automatic,Islamabad,Mercury Blue,Local,998,2024-05-08,Medium,Medium,Wednesday,4
KIA Picanto 1.0 AT 2024,3904000,Lahore,2024,29,Petrol,Automatic,Un-Registered,Mercury Blue,Local,998,2024-05-08,Medium,Low,Wednesday,0
Toyota Prius 2011,4075000,Islamabad,2011,135000,Hybrid,Automatic,Lahore,White,Imported,1800,2024-05-08,High,High,Wednesday,13
Suzuki Swift DLX Automatic 1.3 Navigation 2019,3075000,Rawalpindi,2019,94973,Petrol,Automatic,Punjab,Solid White,Local,1300,2024-05-08,Medium,Medium,Wednesday,5
